ad_astra:mogler, MONSTER
ad_astra:zombified_mogler, MONSTER
ad_astra:lunarian_wandering_trader, CREATURE
ad_astra:sulfur_creeper, MONSTER
ad_astra:glacian_ram, CREATURE
ad_astra:tier_1_rocket, MISC
ad_astra:tier_2_rocket, MISC
ad_astra:tier_3_rocket, MISC
ad_astra:tier_4_rocket, MISC
ad_astra:tier_1_rover, MISC
ad_astra:lander, MISC
ad_astra:space_painting, MISC
ad_astra:ice_spit, MISC
hexerei:broom, MISC
hexerei:boat, MISC
hexerei:chest_boat, MISC
hexerei:crow, CREATURE
flansmod:bullet, MISC
crittersandcompanions:dragonfly, AMBIENT
crittersandcompanions:dumbo_octopus, WATER_AMBIENT
crittersandcompanions:ferret, CREATURE
crittersandcompanions:jumping_spider, CREATURE
crittersandcompanions:koi_fish, WATER_AMBIENT
crittersandcompanions:leaf_insect, CREATURE
crittersandcompanions:otter, WATER_CREATURE
crittersandcompanions:red_panda, CREATURE
crittersandcompanions:sea_bunny, WATER_AMBIENT
crittersandcompanions:shima_enaga, CREATURE
immersive_aircraft:gyrodyne, MISC
immersive_aircraft:biplane, MISC
immersive_aircraft:airship, MISC
immersive_aircraft:cargo_airship, MISC
immersive_aircraft:warship, MISC
immersive_aircraft:quadrocopter, MISC
immersive_aircraft:bullet, MISC
immersive_aircraft:tiny_tnt, MISC
alexsmobs:grizzly_bear, CREATURE
alexsmobs:roadrunner, CREATURE
alexsmobs:bone_serpent, MONSTER
alexsmobs:bone_serpent_part, MONSTER
alexsmobs:gazelle, CREATURE
alexsmobs:crocodile, WATER_CREATURE
alexsmobs:fly, AMBIENT
alexsmobs:hummingbird, CREATURE
alexsmobs:orca, WATER_CREATURE
alexsmobs:sunbird, CREATURE
alexsmobs:gorilla, CREATURE
alexsmobs:crimson_mosquito, MONSTER
alexsmobs:mosquito_spit, MISC
alexsmobs:rattlesnake, CREATURE
alexsmobs:endergrade, CREATURE
alexsmobs:hammerhead_shark, WATER_CREATURE
alexsmobs:shark_tooth_arrow, MISC
alexsmobs:lobster, WATER_AMBIENT
alexsmobs:komodo_dragon, CREATURE
alexsmobs:capuchin_monkey, CREATURE
alexsmobs:tossed_item, MISC
alexsmobs:centipede_head, MONSTER
alexsmobs:centipede_body, MISC
alexsmobs:centipede_tail, MISC
alexsmobs:warped_toad, CREATURE
alexsmobs:moose, CREATURE
alexsmobs:mimicube, MONSTER
alexsmobs:raccoon, CREATURE
alexsmobs:blobfish, WATER_AMBIENT
alexsmobs:seal, CREATURE
alexsmobs:cockroach, AMBIENT
alexsmobs:cockroach_egg, MISC
alexsmobs:shoebill, CREATURE
alexsmobs:elephant, CREATURE
alexsmobs:soul_vulture, MONSTER
alexsmobs:snow_leopard, CREATURE
alexsmobs:spectre, CREATURE
alexsmobs:crow, CREATURE
alexsmobs:alligator_snapping_turtle, CREATURE
alexsmobs:mungus, CREATURE
alexsmobs:mantis_shrimp, WATER_CREATURE
alexsmobs:guster, MONSTER
alexsmobs:sand_shot, MISC
alexsmobs:gust, MISC
alexsmobs:warped_mosco, MONSTER
alexsmobs:hemolymph, MISC
alexsmobs:straddler, MONSTER
alexsmobs:stradpole, WATER_AMBIENT
alexsmobs:straddleboard, MISC
alexsmobs:emu, CREATURE
alexsmobs:emu_egg, MISC
alexsmobs:platypus, CREATURE
alexsmobs:dropbear, MONSTER
alexsmobs:tasmanian_devil, CREATURE
alexsmobs:kangaroo, CREATURE
alexsmobs:cachalot_whale, WATER_CREATURE
alexsmobs:cachalot_echo, MISC
alexsmobs:leafcutter_ant, CREATURE
alexsmobs:enderiophage, CREATURE
alexsmobs:enderiophage_rocket, MISC
alexsmobs:bald_eagle, CREATURE
alexsmobs:tiger, CREATURE
alexsmobs:tarantula_hawk, CREATURE
alexsmobs:void_worm, MONSTER
alexsmobs:void_worm_part, MONSTER
alexsmobs:void_worm_shot, MISC
alexsmobs:void_portal, MISC
alexsmobs:frilled_shark, WATER_CREATURE
alexsmobs:mimic_octopus, WATER_CREATURE
alexsmobs:seagull, CREATURE
alexsmobs:froststalker, CREATURE
alexsmobs:ice_shard, MISC
alexsmobs:tusklin, CREATURE
alexsmobs:laviathan, CREATURE
alexsmobs:cosmaw, CREATURE
alexsmobs:toucan, CREATURE
alexsmobs:maned_wolf, CREATURE
alexsmobs:anaconda, CREATURE
alexsmobs:anaconda_part, MISC
alexsmobs:vine_lasso, MISC
alexsmobs:anteater, CREATURE
alexsmobs:rocky_roller, MONSTER
alexsmobs:flutter, AMBIENT
alexsmobs:pollen_ball, MISC
alexsmobs:gelada_monkey, CREATURE
alexsmobs:jerboa, AMBIENT
alexsmobs:terrapin, WATER_AMBIENT
alexsmobs:comb_jelly, WATER_AMBIENT
alexsmobs:cosmic_cod, AMBIENT
alexsmobs:bunfungus, CREATURE
alexsmobs:bison, CREATURE
alexsmobs:giant_squid, WATER_CREATURE
alexsmobs:squid_grapple, MISC
alexsmobs:sea_bear, WATER_CREATURE
alexsmobs:devils_hole_pupfish, WATER_AMBIENT
alexsmobs:catfish, WATER_AMBIENT
alexsmobs:flying_fish, WATER_AMBIENT
alexsmobs:skelewag, MONSTER
alexsmobs:rain_frog, AMBIENT
alexsmobs:potoo, CREATURE
alexsmobs:mudskipper, CREATURE
alexsmobs:mud_ball, MISC
alexsmobs:rhinoceros, CREATURE
alexsmobs:sugar_glider, CREATURE
alexsmobs:farseer, MONSTER
alexsmobs:skreecher, MONSTER
alexsmobs:underminer, AMBIENT
alexsmobs:murmur, MONSTER
alexsmobs:murmur_head, MONSTER
alexsmobs:tendon_segment, MISC
alexsmobs:skunk, CREATURE
alexsmobs:fart, MISC
alexsmobs:banana_slug, CREATURE
alexsmobs:blue_jay, CREATURE
alexsmobs:caiman, CREATURE
alexsmobs:triops, WATER_AMBIENT
iceandfire:dragon_multipart, MISC
iceandfire:multipart, MISC
iceandfire:hydra_multipart, MISC
iceandfire:cylcops_multipart, MISC
iceandfire:dragon_egg, MISC
iceandfire:dragon_arrow, MISC
iceandfire:dragon_skull, MISC
iceandfire:fire_dragon, CREATURE
iceandfire:ice_dragon, CREATURE
iceandfire:lightning_dragon, CREATURE
iceandfire:fire_dragon_charge, MISC
iceandfire:ice_dragon_charge, MISC
iceandfire:lightning_dragon_charge, MISC
iceandfire:hippogryph_egg, MISC
iceandfire:hippogryph, CREATURE
iceandfire:stone_statue, CREATURE
iceandfire:gorgon, CREATURE
iceandfire:pixie, CREATURE
iceandfire:cyclops, CREATURE
iceandfire:siren, CREATURE
iceandfire:hippocampus, CREATURE
iceandfire:deathworm, CREATURE
iceandfire:deathworm_egg, MISC
iceandfire:cockatrice, CREATURE
iceandfire:cockatrice_egg, MISC
iceandfire:stymphalian_bird, CREATURE
iceandfire:stymphalian_feather, MISC
iceandfire:stymphalian_arrow, MISC
iceandfire:troll, MONSTER
iceandfire:myrmex_worker, CREATURE
iceandfire:myrmex_soldier, CREATURE
iceandfire:myrmex_sentinel, CREATURE
iceandfire:myrmex_royal, CREATURE
iceandfire:myrmex_queen, CREATURE
iceandfire:myrmex_egg, MISC
iceandfire:amphithere, CREATURE
iceandfire:amphithere_arrow, MISC
iceandfire:sea_serpent, CREATURE
iceandfire:sea_serpent_bubbles, MISC
iceandfire:sea_serpent_arrow, MISC
iceandfire:chain_tie, MISC
iceandfire:pixie_charge, MISC
iceandfire:myrmex_swarmer, CREATURE
iceandfire:tide_trident, MISC
iceandfire:mob_skull, MISC
iceandfire:dread_thrall, MONSTER
iceandfire:dread_ghoul, MONSTER
iceandfire:dread_beast, MONSTER
iceandfire:dread_scuttler, MONSTER
iceandfire:dread_lich, MONSTER
iceandfire:dread_lich_skull, MISC
iceandfire:dread_knight, MONSTER
iceandfire:dread_horse, MONSTER
iceandfire:hydra, CREATURE
iceandfire:hydra_breath, MISC
iceandfire:hydra_arrow, MISC
iceandfire:ghost, MONSTER
iceandfire:ghost_sword, MISC
rats:rat, RATS_RATS
rats:tamed_rat, RATS_RATS
rats:pied_piper, MONSTER
rats:thrown_block, MISC
rats:plague_doctor, CREATURE
rats:purifying_liquid, MISC
rats:black_death, MONSTER
rats:plague_cloud, MONSTER
rats:plague_beast, MONSTER
rats:plague_shot, MISC
rats:rat_capture_net, MISC
rats:rat_dragon_fire, MISC
rats:rat_arrow, MISC
rats:rat_mount_golem, MISC
rats:rat_mount_chicken, MISC
rats:rat_mount_beast, MISC
rats:rat_king, MONSTER
rats:rat_shot, MISC
rats:demon_rat, MONSTER
rats:rat_mount_strider, MISC
rats:small_arrow, MISC
rats:ratlantean_spirit, MONSTER
rats:ratlantean_spirit_flame, MISC
rats:ratlantean_automaton, MONSTER
rats:ratlantean_automaton_beam, MISC
rats:feral_ratlantean, MONSTER
rats:neo_ratlantean, MONSTER
rats:laser_beam, MISC
rats:laser_portal, MISC
rats:vial_of_sentience, MISC
rats:pirat_boat, MONSTER
rats:pirat, MONSTER
rats:cheese_cannonball, MISC
rats:ghost_pirat, MONSTER
rats:dutchrat, MONSTER
rats:dutchrat_sword, MISC
rats:ratfish, WATER_AMBIENT
rats:rattling_gun, MISC
rats:rattling_gun_bullet, MISC
rats:ratlantean_ratbot, MONSTER
rats:rat_mount_automaton, MISC
rats:rat_baron, MONSTER
rats:rat_baron_plane, MONSTER
rats:rat_mount_biplane, MISC
rats:rat_protector, MISC
rats:ratlantis_arrow, MISC
rats:boat, MISC
rats:chest_boat, MISC
silentgear:arrow, MISC
silentgear:fishing_hook, MISC
silentgear:slingshot_projectile, MISC
domesticationinnovation:chain_lightning, MISC
domesticationinnovation:recall_ball, MISC
domesticationinnovation:feather, MISC
domesticationinnovation:giant_bubble, MISC
domesticationinnovation:following_jukebox, MISC
domesticationinnovation:highlighted_block, MISC
domesticationinnovation:psychic_wall, MISC
sophisticatedbackpacks:everlasting_backpack_item, MISC
railways:benchcart, MISC
railways:jukeboxcart, MISC
railways:conductor, CREATURE
farmersdelight:rotten_tomato, MISC
simplehats:hatdisplay, MISC
deeperdarker:boat, MISC
deeperdarker:chest_boat, MISC
deeperdarker:sculk_centipede, MONSTER
deeperdarker:sculk_leech, MONSTER
deeperdarker:sculk_snapper, MONSTER
deeperdarker:shattered, MONSTER
deeperdarker:shriek_worm, MONSTER
deeperdarker:stalker, MONSTER
doapi:chair, MISC
terraform:boat, MISC
terraform:chest_boat, MISC
vinery:mule, CREATURE
vinery:wandering_winemaker, CREATURE
bakery:wandering_baker, CREATURE
brewery:rope_knot, MISC
brewery:beer_elemental, MONSTER
brewery:beer_elemental_attack, MISC
smallships:cannon_ball, MISC
smallships:cog, MISC
smallships:brigg, MISC
smallships:galley, MISC
smallships:drakkar, MISC
enchanted:broomstick, MISC
enchanted:familiar_cat, CREATURE
enchanted:mandrake, MONSTER
enchanted:throwable_brew, MISC
enchanted:voodoo_item, MISC
amendments:falling_lantern, MISC
create:contraption, MISC
create:stationary_contraption, MISC
create:gantry_contraption, MISC
create:carriage_contraption, MISC
create:super_glue, MISC
create:crafting_blueprint, MISC
create:potato_projectile, MISC
create:seat, MISC
destroy:primed_anfo, MISC
destroy:primed_picric_acid, MISC
destroy:primed_cordite, MISC
destroy:primed_nitrocellulose, MISC
blueprint:boat, MISC
blueprint:chest_boat, MISC
blueprint:falling_block, MISC
alexscaves:boat, MISC
alexscaves:chest_boat, MISC
alexscaves:moving_metal_block, MISC
alexscaves:teletor, MONSTER
alexscaves:magnetic_weapon, MISC
alexscaves:magnetron, MONSTER
alexscaves:boundroid, MONSTER
alexscaves:boundroid_winch, MONSTER
alexscaves:ferrouslime, MONSTER
alexscaves:notor, AMBIENT
alexscaves:quarry_smasher, MISC
alexscaves:seeking_arrow, MISC
alexscaves:subterranodon, cave_creature
alexscaves:vallumraptor, cave_creature
alexscaves:grottoceratops, cave_creature
alexscaves:trilocaris, WATER_AMBIENT
alexscaves:tremorsaurus, cave_creature
alexscaves:relicheirus, cave_creature
alexscaves:luxtructosaurus, MONSTER
alexscaves:tephra, MISC
alexscaves:atlatitan, cave_creature
alexscaves:falling_tree_block, MISC
alexscaves:crushed_block, MISC
alexscaves:limestone_spear, MISC
alexscaves:extinction_spear, MISC
alexscaves:dinosaur_spirit, MISC
alexscaves:nuclear_explosion, MISC
alexscaves:nuclear_bomb, MISC
alexscaves:nucleeper, MONSTER
alexscaves:radgill, WATER_AMBIENT
alexscaves:brainiac, MONSTER
alexscaves:thrown_waste_drum, MISC
alexscaves:gammaroach, AMBIENT
alexscaves:raycat, cave_creature
alexscaves:cinder_brick, MISC
alexscaves:tremorzilla, cave_creature
alexscaves:lanternfish, WATER_AMBIENT
alexscaves:sea_pig, deep_sea_creature
alexscaves:submarine, MISC
alexscaves:hullbreaker, UNDERGROUND_WATER_CREATURE
alexscaves:gossamer_worm, deep_sea_creature
alexscaves:tripodfish, deep_sea_creature
alexscaves:deep_one, MONSTER
alexscaves:ink_bomb, MISC
alexscaves:deep_one_knight, MONSTER
alexscaves:deep_one_mage, MONSTER
alexscaves:water_bolt, MISC
alexscaves:wave, MISC
alexscaves:mine_guardian, MONSTER
alexscaves:mine_guardian_anchor, MISC
alexscaves:depth_charge, MISC
alexscaves:floater, MISC
alexscaves:guano, MISC
alexscaves:falling_guano, MISC
alexscaves:gloomoth, AMBIENT
alexscaves:underzealot, MONSTER
alexscaves:watcher, MONSTER
alexscaves:corrodent, MONSTER
alexscaves:vesper, MONSTER
alexscaves:forsaken, MONSTER
alexscaves:beholder_eye, MISC
alexscaves:desolate_dagger, MISC
alexscaves:burrowing_arrow, MISC
alexscaves:dark_arrow, MISC
simplyswords:battlestandard, MISC
simplyswords:battlestandarddark, MISC
simplyswords:simplybeeentity, CREATURE
forbidden_arcanus:energy_ball, MISC
forbidden_arcanus:boom_arrow, MISC
forbidden_arcanus:draco_arcanus_arrow, MISC
forbidden_arcanus:crimson_lightning_bolt, MISC
forbidden_arcanus:boat, MISC
forbidden_arcanus:chest_boat, MISC
forbidden_arcanus:lost_soul, CREATURE
forbidden_arcanus:aureal_bottle, MISC
quark:quark_boat, MISC
quark:quark_chest_boat, MISC
quark:crab, CREATURE
quark:dyed_item_frame, MISC
quark:forgotten, MONSTER
quark:foxhound, CREATURE
quark:glass_frame, MISC
quark:gravisand, MISC
quark:parrot_egg, MISC
quark:pickarang, MISC
quark:flamerang, MISC
quark:shiba, CREATURE
quark:skull_pike, MISC
quark:stoneling, CREATURE
quark:stool, MISC
quark:torch_arrow, MISC
quark:toretoise, CREATURE
quark:totem, MISC
quark:wraith, MONSTER
quark:soul_bead, MISC
supplementaries:pearl_marker, MISC
supplementaries:dispenser_minecart, MISC
supplementaries:hat_stand, MISC
supplementaries:red_merchant, CREATURE
supplementaries:falling_urn, MISC
supplementaries:falling_ash, MISC
supplementaries:falling_sack, MISC
supplementaries:brick_projectile, MISC
supplementaries:bomb, MISC
supplementaries:rope_arrow, MISC
supplementaries:slingshot_projectile, MISC
bettertridents:loyal_item, MISC
bettertridents:loyal_experience_orb, MISC
create_enchantment_industry:hyper_experience_orb, MISC
create_enchantment_industry:hyper_experience_bottle, MISC
* This file is a dictionary of all mob identifiers (modname:mobname) to help you.
* The MISC mobs can only be spawned as Psuedo Mobs.  They do not spawn normally.
* Some MISC things like Item Frames won't spawn propery.
* 
minecraft:allay, CREATURE
minecraft:area_effect_cloud, MISC
minecraft:armor_stand, MISC
minecraft:arrow, MISC
minecraft:axolotl, AXOLOTLS
minecraft:bat, AMBIENT
minecraft:bee, CREATURE
minecraft:blaze, MONSTER
minecraft:block_display, MISC
minecraft:boat, MISC
minecraft:camel, CREATURE
minecraft:cat, CREATURE
minecraft:cave_spider, MONSTER
minecraft:chest_boat, MISC
minecraft:chest_minecart, MISC
minecraft:chicken, CREATURE
minecraft:cod, WATER_AMBIENT
minecraft:command_block_minecart, MISC
minecraft:cow, CREATURE
minecraft:creeper, MONSTER
minecraft:dolphin, WATER_CREATURE
minecraft:donkey, CREATURE
minecraft:dragon_fireball, MISC
minecraft:drowned, MONSTER
minecraft:egg, MISC
minecraft:elder_guardian, MONSTER
minecraft:end_crystal, MISC
minecraft:ender_dragon, MONSTER
minecraft:ender_pearl, MISC
minecraft:enderman, MONSTER
minecraft:endermite, MONSTER
minecraft:evoker, MONSTER
minecraft:evoker_fangs, MISC
minecraft:experience_bottle, MISC
minecraft:experience_orb, MISC
minecraft:eye_of_ender, MISC
minecraft:falling_block, MISC
minecraft:firework_rocket, MISC
minecraft:fox, CREATURE
minecraft:frog, CREATURE
minecraft:furnace_minecart, MISC
minecraft:ghast, MONSTER
minecraft:giant, MONSTER
minecraft:glow_item_frame, MISC
minecraft:glow_squid, UNDERGROUND_WATER_CREATURE
minecraft:goat, CREATURE
minecraft:guardian, MONSTER
minecraft:hoglin, MONSTER
minecraft:hopper_minecart, MISC
minecraft:horse, CREATURE
minecraft:husk, MONSTER
minecraft:illusioner, MONSTER
minecraft:interaction, MISC
minecraft:iron_golem, MISC
minecraft:item, MISC
minecraft:item_display, MISC
minecraft:item_frame, MISC
minecraft:fireball, MISC
minecraft:leash_knot, MISC
minecraft:lightning_bolt, MISC
minecraft:llama, CREATURE
minecraft:llama_spit, MISC
minecraft:magma_cube, MONSTER
minecraft:marker, MISC
minecraft:minecart, MISC
minecraft:mooshroom, CREATURE
minecraft:mule, CREATURE
minecraft:ocelot, CREATURE
minecraft:painting, MISC
minecraft:panda, CREATURE
minecraft:parrot, CREATURE
minecraft:phantom, MONSTER
minecraft:pig, CREATURE
minecraft:piglin, MONSTER
minecraft:piglin_brute, MONSTER
minecraft:pillager, MONSTER
minecraft:polar_bear, CREATURE
minecraft:potion, MISC
minecraft:pufferfish, WATER_AMBIENT
minecraft:rabbit, CREATURE
minecraft:ravager, MONSTER
minecraft:salmon, WATER_AMBIENT
minecraft:sheep, CREATURE
minecraft:shulker, MONSTER
minecraft:shulker_bullet, MISC
minecraft:silverfish, MONSTER
minecraft:skeleton, MONSTER
minecraft:skeleton_horse, CREATURE
minecraft:slime, MONSTER
minecraft:small_fireball, MISC
minecraft:sniffer, CREATURE
minecraft:snow_golem, MISC
minecraft:snowball, MISC
minecraft:spawner_minecart, MISC
minecraft:spectral_arrow, MISC
minecraft:spider, MONSTER
minecraft:squid, WATER_CREATURE
minecraft:stray, MONSTER
minecraft:strider, CREATURE
minecraft:tadpole, CREATURE
minecraft:text_display, MISC
minecraft:tnt, MISC
minecraft:tnt_minecart, MISC
minecraft:trader_llama, CREATURE
minecraft:trident, MISC
minecraft:tropical_fish, WATER_AMBIENT
minecraft:turtle, CREATURE
minecraft:vex, MONSTER
minecraft:villager, MISC
minecraft:vindicator, MONSTER
minecraft:wandering_trader, CREATURE
minecraft:warden, MONSTER
minecraft:witch, MONSTER
minecraft:wither, MONSTER
minecraft:wither_skeleton, MONSTER
minecraft:wither_skull, MISC
minecraft:wolf, CREATURE
minecraft:zoglin, MONSTER
minecraft:zombie, MONSTER
minecraft:zombie_horse, CREATURE
minecraft:zombie_villager, MONSTER
minecraft:zombified_piglin, MONSTER
ribbits:ribbit, CREATURE
shetiphiancore:gui_item, MISC
handcrafted:fancy_painting, MISC
luphieclutteredmod:luphie_armchair_entity, MONSTER
luphieclutteredmod:imperial_and_pastel_chair_entity, MONSTER
luphieclutteredmod:lovely_love_seats_entity, MONSTER
luphieclutteredmod:rovers_stool_entity, MONSTER
luphieclutteredmod:pastel_chair_entity, MONSTER
luphieclutteredmod:unliving_chair_entity, MONSTER
luphieclutteredmod:log_set_seating_entity, MONSTER
luphieclutteredmod:log_bed_seating_entity, MONSTER
luphieclutteredmod:mushroom_bed_seat_entity, MONSTER
cobblemon:pokemon, CREATURE
cobblemon:empty_pokeball, MISC
cobblemon:generic_bedrock, MISC
cobblemon:boat, MISC
cobblemon:chest_boat, MISC
tombstone:grave_guardian, CREATURE
tombstone:cloud, MISC
tombstone:spectral_bite, MISC
tombstone:spectral_wolf, CREATURE
mutantmonsters:creeper_minion, MISC
mutantmonsters:mutant_creeper, MONSTER
mutantmonsters:mutant_enderman, MONSTER
mutantmonsters:mutant_skeleton, MONSTER
mutantmonsters:mutant_snow_golem, MISC
mutantmonsters:mutant_zombie, MONSTER
mutantmonsters:spider_pig, CREATURE
mutantmonsters:body_part, MISC
mutantmonsters:creeper_minion_egg, MISC
mutantmonsters:endersoul_clone, MONSTER
mutantmonsters:endersoul_fragment, MISC
mutantmonsters:throwable_block, MISC
mutantmonsters:mutant_arrow, MISC
mutantmonsters:skull_spirit, MISC
endertrigon:dragon_flame, MISC
endertrigon:baby_ender_dragon, MONSTER
createloveandwar:robotdog, CREATURE
createloveandwar:shot_projectile, MISC
farmingforblockheads:merchant, MISC
astikorcarts:supply_cart, MISC
astikorcarts:plow, MISC
astikorcarts:animal_cart, MISC
embers:ember_packet, MISC
embers:ember_projectile, MISC
embers:glimmer_projectile, MISC
embers:ancient_golem, MONSTER
lootr:lootr_minecart, MISC
occultism:foliot, CREATURE
occultism:djinni, CREATURE
occultism:afrit, CREATURE
occultism:afrit_wild, CREATURE
occultism:marid, CREATURE
occultism:possessed_endermite, MONSTER
occultism:possessed_skeleton, MONSTER
occultism:possessed_enderman, MONSTER
occultism:possessed_ghast, MONSTER
occultism:possessed_phantom, MONSTER
occultism:possessed_weak_shulker, MONSTER
occultism:possessed_shulker, MONSTER
occultism:possessed_elder_guardian, MONSTER
occultism:possessed_warden, MONSTER
occultism:possessed_hoglin, MONSTER
occultism:wild_hunt_skeleton, MONSTER
occultism:wild_hunt_wither_skeleton, MONSTER
occultism:otherworld_bird, CREATURE
occultism:greedy_familiar, CREATURE
occultism:bat_familiar, CREATURE
occultism:deer_familiar, CREATURE
occultism:cthulhu_familiar, CREATURE
occultism:devil_familiar, CREATURE
occultism:dragon_familiar, CREATURE
occultism:blacksmith_familiar, CREATURE
occultism:guardian_familiar, CREATURE
occultism:headless_familiar, CREATURE
occultism:chimera_familiar, CREATURE
occultism:goat_familiar, CREATURE
